title,genre,youtube_url,title_clean,lyrics
Celph Titled & Buckwild (of D.I.T.C.) - Fuckmaster Sex,rap,https://www.youtube.com/watch?v=yz6eD-zPClo,Celph Titled Buckwild Fuckmaster Sex,
13. Westside connection - Hoo Bangin' WSCG Style,rap,https://www.youtube.com/watch?v=n-cJ771q6sE,13 Westside connection Hoo Bangin' WSCG Style,
Xzibit - Paparazzi (Uncensored - Lyrics in Subtitles),rap,https://www.youtube.com/watch?v=6gqxIIyEGI8,Xzibit Paparazzi,
10-Tha Dogg Pound-I Dont Like To Dream About Gettin Paid,rap,https://www.youtube.com/watch?v=r97mS7m8_uA,10Tha Dogg PoundI Dont Like To Dream About Gettin Paid,
"Change The Game (Feat. Jay Z, Daz, Kurupt, Beanie Sigel & Memphis Bleek)",rap,https://www.youtube.com/watch?v=TsbCG1pbHVQ,Change The Game,
"Jay-Z - Parking Lot Pimpin' (Extended Mix) (Feat. Beanie Sigel, Memphis Bleek & Lil' Mo)",rap,https://www.youtube.com/watch?v=ECuKpwmpYBU,JayZ Parking Lot Pimpin',
Jay-Z & Beanie Sigel - This Can't Be Life (Feat. Scarface),rap,https://www.youtube.com/watch?v=zsmZCQZZTM4,JayZ Beanie Sigel This Can't Be Life,
Jay-Z - Big Pimpin' (Extended Version) (Feat. UGK),rap,https://www.youtube.com/watch?v=5t4t7Nyn-QA,JayZ Big Pimpin',
"I'm On One - Drake Ft Lil Wayne, Rick Ross (Lyrics)",rap,https://www.youtube.com/watch?v=vMK1sAA2TAY,I'm On One Drake Ft Lil Wayne Rick Ross,
Masta-ace -Take a walk (lyrics),rap,https://www.youtube.com/watch?v=_My0kV5v_0M,Mastaace Take a walk,
Cormega - Thun And Kicko (Feat. Prodigy),rap,https://www.youtube.com/watch?v=DvhyS32ukfQ,Cormega Thun And Kicko,
Nas - If I Ruled the World (Imagine That) (Official Audio) ft. Lauryn Hill,rap,https://www.youtube.com/watch?v=-8dyp89uWxA,Nas If I Ruled the World ft Lauryn Hill,
Grandmaster Flash & The Furious Five - The Message (Official Video),rap,https://www.youtube.com/watch?v=PobrSpMwKk4,Grandmaster Flash The Furious Five The Message,
Ice Cube - Check Yo Self (Remix) (Official Music Video),rap,https://www.youtube.com/watch?v=bueFTrwHFEs,Ice Cube Check Yo Self,
Luniz - I Got 5 On It,rap,https://www.youtube.com/watch?v=me3CPl_i4C4,Luniz I Got 5 On It,
Westside Gunn - Ishkabibble's (Audio) ft. Black Thought,rap,https://www.youtube.com/watch?v=5JUSxD0aRus,Westside Gunn Ishkabibble's ft Black Thought,
E.I.F.,rap,https://www.youtube.com/watch?v=hbLyYfTootU,EIF,
Big Daddy Kane - Aint No Half Steppin (HQ Quality Uncensored),rap,https://www.youtube.com/watch?v=wTCGw0wizRo,Big Daddy Kane Aint No Half Steppin,
LL COOL J - I'm That Type Of Guy,rap,https://www.youtube.com/watch?v=BZlxvn_jWgM,LL COOL J I'm That Type Of Guy,
LL Cool J - The Boomin' System,rap,https://www.youtube.com/watch?v=x8P4huQMObw,LL Cool J The Boomin' System,
Peruvian Cocaine,rap,https://www.youtube.com/watch?v=ZPncMw5oWZs,Peruvian Cocaine,
Dance With The Devil - Immortal Technique,rap,https://www.youtube.com/watch?v=qggxTtnKTMo,Dance With The Devil Immortal Technique,
Group Home - Livin' Proof (DJ Premier Produced) [Explicit],rap,https://www.youtube.com/watch?v=nLsu7hpB8IY,Group Home Livin' Proof Explicit,
Mic Geronimo - Shit's Real (It's Real),rap,https://www.youtube.com/watch?v=BH6S3uuPxos,Mic Geronimo Shit's Real,
Eric B. & Rakim - Let The Rhythm Hit 'Em,rap,https://www.youtube.com/watch?v=ALPH86ybA6U,Eric B Rakim Let The Rhythm Hit 'Em,
O.G.C. (Originoo Gunn Clappaz) - Hurricane Starang / Danjer,rap,https://www.youtube.com/watch?v=R7-qefZu4vQ,OGC Hurricane Starang Danjer,
EPMD - So Whatcha Sayin',rap,https://www.youtube.com/watch?v=Z4HJ-xvmSyo,EPMD So Whatcha Sayin',
Artifacts - C'mon Wit Da Git Down (Official Video) [Explicit],rap,https://www.youtube.com/watch?v=XimyEvDJWzA,Artifacts C'mon Wit Da Git Down Explicit,
Das EFX - Real Hip Hop (Official Video) [Explicit],rap,https://www.youtube.com/watch?v=LvNOVqaz75c,Das EFX Real Hip Hop Explicit,
Dr. Dre - Keep Their Heads Ringin' (Official Video) [Explicit],rap,https://www.youtube.com/watch?v=Gg5KfL-4asE,Dr Dre Keep Their Heads Ringin' Explicit,
M.O.P. - Ante Up (Dirty) [HD] w/ Lyrics,rap,https://www.youtube.com/watch?v=3MUGAxpI0Bc,MOP Ante Up HD w Lyrics,
Mobb Deep - Survival of the Fittest (Official Video) [Explicit],rap,https://www.youtube.com/watch?v=Dz5VzLz67WA,Mobb Deep Survival of the Fittest Explicit,
DJ DMD [feat. Lil' Keke & Fat Pat] - 25 Lighters (Official Video),rap,https://www.youtube.com/watch?v=_iTfoFLz5nA,DJ DMD feat Lil' Keke Fat Pat 25 Lighters,
21 Savage - A Lot (Official Audio),rap,https://www.youtube.com/watch?v=VbrEsOLu75c,21 Savage A Lot,
"LL COOL J - 4,3,2,1 ft. Method Man, Redman, Canibus, DMX, Master P",rap,https://www.youtube.com/watch?v=zAZqlaDCLSI,LL COOL J 4321 ft Method Man Redman Canibus DMX Master P,
"EPMD - Symphony 2000 (Official Music Video) ft. Redman, Method Man, Lady Luck",rap,https://www.youtube.com/watch?v=xp09snLms5E,EPMD Symphony 2000 ft Redman Method Man Lady Luck,
"""Stop What Ya Doin"" Apathy ft. Celph Titled (Prod. by DJ Premier)",rap,https://www.youtube.com/watch?v=ecOKP4_lFsg,Stop What Ya Doin Apathy ft Celph Titled,
"Jedi Mind Tricks (Vinnie Paz + Stoupe) - ""Uncommon Valor: A Vietnam Story"" [Official Audio]",rap,https://www.youtube.com/watch?v=OmIH8Sua0Yw,Jedi Mind Tricks Uncommon Valor A Vietnam Story Official Audio,
Cunninlynguists- Seasons ft Masta Ace (with lyrics),rap,https://www.youtube.com/watch?v=vrPIcIYV6ao,Cunninlynguists Seasons ft Masta Ace,
Naughty By Nature - O.P.P. (Official Music Video) [HD],rap,https://www.youtube.com/watch?v=7f7FuDagYLU,Naughty By Nature OPP HD,
Digital Underground - The Humpty Dance (Official Music Video),rap,https://www.youtube.com/watch?v=PBsjggc5jHM,Digital Underground The Humpty Dance,
Eazy E - Boyz-n-the-Hood (Music Video),rap,https://www.youtube.com/watch?v=PIU07K_28ck,Eazy E BoyzntheHood,
Ice Cube - Friday (Official Video) [Explicit],rap,https://www.youtube.com/watch?v=3mqhwhSerAw,Ice Cube Friday Explicit,
Dead Prez - Hip Hop (Uncensored),rap,https://www.youtube.com/watch?v=MANhmoRJVPY,Dead Prez Hip Hop,
Keak Da Sneak-Super Hyphy,rap,https://www.youtube.com/watch?v=-xb-inYzfO4,Keak Da SneakSuper Hyphy,
Tell Me When To Go (Original),rap,https://www.youtube.com/watch?v=hbJAPwrrjek,Tell Me When To Go,
Clyde Carson ft. The Team - Slow Down (Official Video),rap,https://www.youtube.com/watch?v=fJdqw-JzW08,Clyde Carson ft The Team Slow Down,
Benny The Butcher (feat. Queen Naija) - Thank God I Made It (Visualizer),rap,https://www.youtube.com/watch?v=DaTbB0qhPYQ,Benny The Butcher Thank God I Made It,
"Tick, Tick...",rap,https://www.youtube.com/watch?v=tQAF5W6NS88,Tick Tick,
Madvillain - All Caps,rap,https://www.youtube.com/watch?v=gSJeHDlhYls,Madvillain All Caps,
Rob Base & DJ EZ Rock - It Takes Two,rap,https://www.youtube.com/watch?v=phOW-CZJWT0,Rob Base DJ EZ Rock It Takes Two,
Sir Mix-A-Lot - Posse On Broadway,rap,https://www.youtube.com/watch?v=QElKVs56z48,Sir MixALot Posse On Broadway,
No Vaseline,rap,https://www.youtube.com/watch?v=rSK8jTzl1Kw,No Vaseline,
The Pharcyde - Drop (Official Music Video),rap,https://www.youtube.com/watch?v=wqVsfGQ_1SU,The Pharcyde Drop,
The Pharcyde - Passin' Me By (Official Music Video),rap,https://www.youtube.com/watch?v=a-mAK3uB2_0,The Pharcyde Passin' Me By,
[Deleted video],rap,https://www.youtube.com/watch?v=KkkSIj3S4Uk,Deleted video,
[Deleted video],rap,https://www.youtube.com/watch?v=tD_crXNhzKs,Deleted video,
Childish Gambino - This Is America (Official Video),rap,https://www.youtube.com/watch?v=VYOjWnS4cMY,Childish Gambino This Is America,
Kool G Rap & DJ Polo - On The Run,rap,https://www.youtube.com/watch?v=lku28XWMHNY,Kool G Rap DJ Polo On The Run,
Big L - Ebonics (With Lyrics),rap,https://www.youtube.com/watch?v=TMeFcVHNT1Q,Big L Ebonics,
Big L - Put It On (Official Music Video),rap,https://www.youtube.com/watch?v=WWMjRMJ0dTI,Big L Put It On,
Masta Ace INC Ride,rap,https://www.youtube.com/watch?v=zVStRssuW9c,Masta Ace INC Ride,
Buggin' Out,rap,https://www.youtube.com/watch?v=P9oTCzWRuvQ,Buggin' Out,
Bonita Applebum by A Tribe Called Quest,rap,https://www.youtube.com/watch?v=HU_4pf8BSQw,Bonita Applebum by A Tribe Called Quest,
Ol' Dirty Bastard - Brooklyn Zoo (Official Video) [Explicit],rap,https://www.youtube.com/watch?v=GRblYfKwa88,Ol' Dirty Bastard Brooklyn Zoo Explicit,
De La Soul - Me Myself And I (Official Music Video) [w/Intro],rap,https://www.youtube.com/watch?v=P8-9mY-JACM,De La Soul Me Myself And I wIntro,
A Tribe Called Quest - Award Tour (Official HD Video) ft. Trugoy The Dove,rap,https://www.youtube.com/watch?v=P800UWoE9xs,A Tribe Called Quest Award Tour ft Trugoy The Dove,
A Tribe Called Quest - Scenario (Official HD Video),rap,https://www.youtube.com/watch?v=Q6TLWqn82J4,A Tribe Called Quest Scenario,
A Tribe Called Quest - Jazz (We've Got) Buggin' Out (Official HD Video),rap,https://www.youtube.com/watch?v=cxN4nKk2cfk,A Tribe Called Quest Jazz Buggin' Out,
A Tribe Called Quest - Check The Rhime (Official HD Video),rap,https://www.youtube.com/watch?v=1QWEPdgS3As,A Tribe Called Quest Check The Rhime,
A Tribe Called Quest - Electric Relaxation (Official HD Video),rap,https://www.youtube.com/watch?v=WHRnvjCkTsw,A Tribe Called Quest Electric Relaxation,
Big Pun - Twinz (Deep Cover 98 - Official Video) ft. Fat Joe,rap,https://www.youtube.com/watch?v=AiwvPmRTv6M,Big Pun Twinz ft Fat Joe,
Nine   Whutcha Want,rap,https://www.youtube.com/watch?v=Iu6ZSUohyNY,Nine Whutcha Want,
Hard Knock Life (The Ghetto Anthem) - Jay-Z,rap,https://www.youtube.com/watch?v=I97GSE5d0VI,Hard Knock Life JayZ,
"JAY Z, Kanye West - Otis ft. Otis Redding",rap,https://www.youtube.com/watch?v=BoEKWtgJQAU,JAY Z Kanye West Otis ft Otis Redding,
JAY-Z - Big Pimpin' ft. UGK,rap,https://www.youtube.com/watch?v=Cgoqrgc_0cM,JAYZ Big Pimpin' ft UGK,
Dead Presidents II,rap,https://www.youtube.com/watch?v=p3grvCbdONk,Dead Presidents II,
Big Tymers - Big Ballin',rap,https://www.youtube.com/watch?v=h6wNIPTXleM,Big Tymers Big Ballin',
Outkast - Player's Ball (Official HD Video),rap,https://www.youtube.com/watch?v=vFofKGKlWo4,Outkast Player's Ball,
Elevators (Me & You),rap,https://www.youtube.com/watch?v=pacUC1YK8Ac,Elevators,
Hey Ya! - Outkast,rap,https://www.youtube.com/watch?v=ReEgXh-wURs,Hey Ya Outkast,
Eazy-E - Real Muthaphuckkin G's (Music Video),rap,https://www.youtube.com/watch?v=fJuapp9SORA,EazyE Real Muthaphuckkin G's,
wu-tang clan - method man,rap,https://www.youtube.com/watch?v=3Mi88gydfYI,wutang clan method man,
Florida Georgia Line - H.O.L.Y.,country,https://www.youtube.com/watch?v=zXDAYlhdkyg,Florida Georgia Line HOLY,
[Deleted video],country,https://www.youtube.com/watch?v=L0rItOI8K0g,Deleted video,
Blake Shelton - God Gave Me You (Official Music Video),country,https://www.youtube.com/watch?v=nCf2PoTuh4Q,Blake Shelton God Gave Me You,
Rascal Flatts - What Hurts The Most,country,https://www.youtube.com/watch?v=7qH4qyi1-Ys,Rascal Flatts What Hurts The Most,
[Deleted video],country,https://www.youtube.com/watch?v=5OSZ36DV3Gg,Deleted video,
Luke Bryan - I Don't Want This Night To End (Official Music Video),country,https://www.youtube.com/watch?v=-jEDdFm3Nx0,Luke Bryan I Don't Want This Night To End,
Colbie Caillat - Bubbly (Official Music Video),country,https://www.youtube.com/watch?v=AWGqoCNbsvM,Colbie Caillat Bubbly,
[Deleted video],country,https://www.youtube.com/watch?v=ntlwsgggPJ0,Deleted video,
Billy Currington - People Are Crazy (Official Music Video),country,https://www.youtube.com/watch?v=PKpQRjj_WbU,Billy Currington People Are Crazy,
David Nail - Whatever She's Got,country,https://www.youtube.com/watch?v=o1C3mVUkAt8,David Nail Whatever She's Got,
[Deleted video],country,https://www.youtube.com/watch?v=ZL90O6v0cr0,Deleted video,
Zac Brown Band - Chicken Fried (Official Music Video) | The Foundation,country,https://www.youtube.com/watch?v=e4ujS1er1r0,Zac Brown Band Chicken Fried The Foundation,
Kenny Chesney - There Goes My Life (Official Video),country,https://www.youtube.com/watch?v=xP-Sxfntdb4,Kenny Chesney There Goes My Life,
Miranda Lambert - Mama's Broken Heart (Official Video),country,https://www.youtube.com/watch?v=7yg05svXp98,Miranda Lambert Mama's Broken Heart,
Blake Shelton - Who Are You When I'm Not Looking (Official Music Video),country,https://www.youtube.com/watch?v=0xXD9-1mLBY,Blake Shelton Who Are You When I'm Not Looking,
Toby Keith - As Good As I Once Was,country,https://www.youtube.com/watch?v=ldQrapQ4d0Y,Toby Keith As Good As I Once Was,
Blake Shelton - Honey Bee (Official Music Video),country,https://www.youtube.com/watch?v=xZjosn2u1gA,Blake Shelton Honey Bee,
"Tim McGraw - Highway Don't Care ft. Taylor Swift, Keith Urban",country,https://www.youtube.com/watch?v=KmxaY_OVvWA,Tim McGraw Highway Don't Care ft Taylor Swift Keith Urban,
"Chris Janson - ""Buy Me A Boat"" (Official Video)",country,https://www.youtube.com/watch?v=mQPjKSVe1tQ,Chris Janson Buy Me A Boat,
Chris Stapleton - Tennessee Whiskey (Official Audio),country,https://www.youtube.com/watch?v=4zAThXFOy2c,Chris Stapleton Tennessee Whiskey,
Chris Young - Tomorrow (Official Video),country,https://www.youtube.com/watch?v=ETVjll5eR88,Chris Young Tomorrow,
Josh Turner - Your Man (Official Music Video),country,https://www.youtube.com/watch?v=nADTbWQof7Y,Josh Turner Your Man,
Eric Church - Springsteen (Official Music Video),country,https://www.youtube.com/watch?v=l2gGXlW6wSY,Eric Church Springsteen,
Miranda Lambert - Kerosene (Official HD Video),country,https://www.youtube.com/watch?v=rB7ONnfIjaI,Miranda Lambert Kerosene,
Little Big Town - Pontoon (Official Music Video),country,https://www.youtube.com/watch?v=V0O0nzkESTI,Little Big Town Pontoon,
Billy Currington - Must Be Doin' Somethin' Right (Official Music Video - Closed Captioned),country,https://www.youtube.com/watch?v=FbQfE2Oi6Wo,Billy Currington Must Be Doin' Somethin' Right,
Brad Paisley - She's Everything (Official Video),country,https://www.youtube.com/watch?v=JCjXaEbrLdw,Brad Paisley She's Everything,
Tim McGraw - Humble And Kind (Official Music Video),country,https://www.youtube.com/watch?v=awzNHuGqoMc,Tim McGraw Humble And Kind,
Cole Swindell - You Should Be Here (Official Music Video),country,https://www.youtube.com/watch?v=K8WlCqZPTeg,Cole Swindell You Should Be Here,
Luke Bryan - Roller Coaster (Official Music Video),country,https://www.youtube.com/watch?v=AxVKTwAkv1k,Luke Bryan Roller Coaster,
Carrie Underwood - Mama's Song (Official Video),country,https://www.youtube.com/watch?v=bpFW4Yhy08k,Carrie Underwood Mama's Song,
Miranda Lambert - The House That Built Me (Official Video),country,https://www.youtube.com/watch?v=DQYNM6SjD_o,Miranda Lambert The House That Built Me,
Zac Brown Band - Colder Weather (Official Music Video) | You Get What You Give,country,https://www.youtube.com/watch?v=oouFE51HcqM,Zac Brown Band Colder Weather You Get What You Give,
Chris Young - The Man I Want To Be (Official Video),country,https://www.youtube.com/watch?v=fWcs1GmJRQs,Chris Young The Man I Want To Be,
Zac Brown Band - Toes (Official Music Video) | The Foundation,country,https://www.youtube.com/watch?v=lB8Nkn3Xjes,Zac Brown Band Toes The Foundation,
Lee Ann Womack - I Hope You Dance (Official Music Video),country,https://www.youtube.com/watch?v=RV-Z1YwaOiw,Lee Ann Womack I Hope You Dance,
Blake Shelton - Sure Be Cool If You Did (Official Music Video),country,https://www.youtube.com/watch?v=kXmmXAUqfd8,Blake Shelton Sure Be Cool If You Did,
Toby Keith - I Love This Bar,country,https://www.youtube.com/watch?v=-Fulz4ytZ54,Toby Keith I Love This Bar,
Eli Young Band - Crazy Girl (Official Version),country,https://www.youtube.com/watch?v=J3HwFtdVTfM,Eli Young Band Crazy Girl,
Luke Bryan - Strip It Down (Official Music Video),country,https://www.youtube.com/watch?v=G2BWyY4B36Y,Luke Bryan Strip It Down,
RaeLynn - God Made Girls (Official Video),country,https://www.youtube.com/watch?v=tl1uv6gB4hE,RaeLynn God Made Girls,
Maddie & Tae - Fly (Official Music Video),country,https://www.youtube.com/watch?v=KfDr_7LN-Ew,Maddie Tae Fly,
Miranda Lambert - White Liar (Official Music Video),country,https://www.youtube.com/watch?v=QoR2Oax82kY,Miranda Lambert White Liar,
Alan Jackson - Livin' On Love (Official Music Video),country,https://www.youtube.com/watch?v=DDXLmYyFu4I,Alan Jackson Livin' On Love,
I Loved Her First Lyrics,country,https://www.youtube.com/watch?v=7fV6fmBerRg,I Loved Her First Lyrics,
Scotty McCreery - The Trouble With Girls,country,https://www.youtube.com/watch?v=ND-SB3OxP38,Scotty McCreery The Trouble With Girls,
George Strait - Troubadour (Official Music Video - Closed Captioned),country,https://www.youtube.com/watch?v=9jJf-p6RYvo,George Strait Troubadour,
Cam - Burning House (Official Video),country,https://www.youtube.com/watch?v=uyGSe76rAJc,Cam Burning House,
Kenny Chesney - Don't Blink (Official Video),country,https://www.youtube.com/watch?v=4f0p5KqdU9U,Kenny Chesney Don't Blink,
Easton Corbin - A Little More Country Than That (Official Video),country,https://www.youtube.com/watch?v=oS1NfjLkdSM,Easton Corbin A Little More Country Than That,
Lee Brice - I Drive Your Truck (Official Music Video),country,https://www.youtube.com/watch?v=yCSMCgqlc-0,Lee Brice I Drive Your Truck,
Billy Currington - Pretty Good At Drinkin' Beer (Official Music Video),country,https://www.youtube.com/watch?v=XtMy5IBmX7E,Billy Currington Pretty Good At Drinkin' Beer,
Brad Paisley - When I Get Where I'm Going (Official Video) ft. Dolly Parton,country,https://www.youtube.com/watch?v=yYHT-TF4KO4,Brad Paisley When I Get Where I'm Going ft Dolly Parton,
Toby Keith - How Do You Like Me Now?!,country,https://www.youtube.com/watch?v=3umaLe37-LE,Toby Keith How Do You Like Me Now,
George Strait - Check Yes Or No (Official Music Video),country,https://www.youtube.com/watch?v=NHxS8wlDngI,George Strait Check Yes Or No,
Brandi Carlile - The Story,country,https://www.youtube.com/watch?v=o8pQLtHTPaI,Brandi Carlile The Story,
Blake Shelton - Austin (Official Music Video),country,https://www.youtube.com/watch?v=bb1DTsxBOfE,Blake Shelton Austin,
Maren Morris - My Church (Official Music Video),country,https://www.youtube.com/watch?v=ouWQ25O-Mcg,Maren Morris My Church,
Zac Brown Band - As She's Walking Away ft Alan Jackson (Official Music Video),country,https://www.youtube.com/watch?v=3tthIHXUsPs,Zac Brown Band As She's Walking Away ft Alan Jackson,
Scotty McCreery - I Love You This Big,country,https://www.youtube.com/watch?v=ZVq8nEHCKd4,Scotty McCreery I Love You This Big,
Brad Paisley - I'm Gonna Miss Her (Official Video),country,https://www.youtube.com/watch?v=WwRrKaq0IyY,Brad Paisley I'm Gonna Miss Her,
Miranda Lambert - More Like Her (Official Video),country,https://www.youtube.com/watch?v=UumRkksN-LE,Miranda Lambert More Like Her,
Chris Young - Lonely Eyes (Official Video),country,https://www.youtube.com/watch?v=DBaQBKY8wfA,Chris Young Lonely Eyes,
Brooks And Dunn Neon Moon,country,https://www.youtube.com/watch?v=nopBvlKfYgY,Brooks And Dunn Neon Moon,
Zac Brown Band - Whatever It Is (Official Music Video) | The Foundation,country,https://www.youtube.com/watch?v=7RJrNnRpVHg,Zac Brown Band Whatever It Is The Foundation,
Eric Church - Give Me Back My Hometown (Official Music Video),country,https://www.youtube.com/watch?v=l5DnNxDTjbQ,Eric Church Give Me Back My Hometown,
Chris Young - Who I Am with You (Official Video),country,https://www.youtube.com/watch?v=Je_24df8BZs,Chris Young Who I Am with You,
Zac Brown Band - Knee Deep Feat. Jimmy Buffett (Official Music Video) | You Get What You Give,country,https://www.youtube.com/watch?v=9n5G0qFBsHM,Zac Brown Band Knee Deep Feat Jimmy Buffett You Get What You Give,
Tyler Farr - A Guy Walks Into a Bar,country,https://www.youtube.com/watch?v=-hVqG44A6No,Tyler Farr A Guy Walks Into a Bar,
Justin Moore - If Heaven Wasn't So Far Away,country,https://www.youtube.com/watch?v=55GAUgjpDQA,Justin Moore If Heaven Wasn't So Far Away,
Jason Aldean - Night Train,country,https://www.youtube.com/watch?v=-PLgUlRVLZE,Jason Aldean Night Train,
Miranda Lambert - Only Prettier (Official Video),country,https://www.youtube.com/watch?v=8Pp66FNd54M,Miranda Lambert Only Prettier,
Brad Paisley - Little Moments (Official Video),country,https://www.youtube.com/watch?v=vBErCVNP6rM,Brad Paisley Little Moments,
Kenny Chesney - Save It for a Rainy Day (Official Video),country,https://www.youtube.com/watch?v=zY9es8R4PD4,Kenny Chesney Save It for a Rainy Day,
Kacey Musgraves - Follow Your Arrow (Official Music Video),country,https://www.youtube.com/watch?v=kQ8xqyoZXCc,Kacey Musgraves Follow Your Arrow,
Eric Church - Record Year (Official Music Video),country,https://www.youtube.com/watch?v=gvvYMxV6TmI,Eric Church Record Year,
Justin Moore - Til My Last Day,country,https://www.youtube.com/watch?v=EajrbieKxwo,Justin Moore Til My Last Day,
Toby Keith - Trailerhood,country,https://www.youtube.com/watch?v=OvyTY_oYR_c,Toby Keith Trailerhood,
Laura Bell Bundy - Giddy On Up (Official Video),country,https://www.youtube.com/watch?v=3xfFbB2CRo8,Laura Bell Bundy Giddy On Up,
Jason Aldean - Amarillo Sky,country,https://www.youtube.com/watch?v=kc823UD0LeU,Jason Aldean Amarillo Sky,
Zac Brown Band - Sweet Annie (Official Music Video) | Uncaged,country,https://www.youtube.com/watch?v=y5ISTO6GiLk,Zac Brown Band Sweet Annie Uncaged,
Tim McGraw - Meanwhile Back At Mama’s ft. Faith Hill (Official Music Video),country,https://www.youtube.com/watch?v=or-Lam5tPHc,Tim McGraw Meanwhile Back At Mamas ft Faith Hill,
Zac Brown Band - Highway 20 Ride (Official Music Video),country,https://www.youtube.com/watch?v=gZMCkufE0X0,Zac Brown Band Highway 20 Ride,
Zac Brown Band - Goodbye In Her Eyes (Official Music Video) | Uncaged,country,https://www.youtube.com/watch?v=p5Rlgu4L9J4,Zac Brown Band Goodbye In Her Eyes Uncaged,
Blake Shelton - Some Beach (Official Music Video),country,https://www.youtube.com/watch?v=JTT2LEyjdC4,Blake Shelton Some Beach,
Toby Keith - Who's Your Daddy? (Official Music Video),country,https://www.youtube.com/watch?v=TVRzk3VWOKY,Toby Keith Who's Your Daddy,
Cole Swindell - Ain't Worth The Whiskey (Official Music Video),country,https://www.youtube.com/watch?v=i8rMpN4o-b0,Cole Swindell Ain't Worth The Whiskey,
Kenny Chesney - The Good Stuff (Official Video),country,https://www.youtube.com/watch?v=lYQZJ9NUzYU,Kenny Chesney The Good Stuff,
Blake Shelton - The More I Drink (Official Music Video),country,https://www.youtube.com/watch?v=A3MGfJ3eMGA,Blake Shelton The More I Drink,
Brooks & Dunn - Believe (Official Video),country,https://www.youtube.com/watch?v=X5z-jjWyAJQ,Brooks Dunn Believe,
Alan Jackson - Drive (For Daddy Gene) (Official Music Video),country,https://www.youtube.com/watch?v=dQe3DKDQRRs,Alan Jackson Drive,
Lee Brice - Woman Like You (Official Music Video),country,https://www.youtube.com/watch?v=dbAp5nphTz4,Lee Brice Woman Like You,
Brad Paisley - Waitin' On A Woman (Official Video),country,https://www.youtube.com/watch?v=M-C-IbkuNWs,Brad Paisley Waitin' On A Woman,
Just to See You Smile Lyrics By Tim McGraw,country,https://www.youtube.com/watch?v=vP03ysPvfvc,Just to See You Smile Lyrics By Tim McGraw,
Brad Paisley - He Didn't Have To Be (Official Video),country,https://www.youtube.com/watch?v=BjO1F6oCab8,Brad Paisley He Didn't Have To Be,
Brad Paisley - Online (Official Video),country,https://www.youtube.com/watch?v=UE6iAjEv9dQ,Brad Paisley Online,
Brantley Gilbert - More Than Miles (Official Music Video),country,https://www.youtube.com/watch?v=4BGhA1dhMzY,Brantley Gilbert More Than Miles,
Toby Keith - I Wanna Talk About Me (Official Music Video),country,https://www.youtube.com/watch?v=HxUuDPNbkJk,Toby Keith I Wanna Talk About Me,
Blake Shelton - Over (Official Music Video),country,https://www.youtube.com/watch?v=8tpctFgADu4,Blake Shelton Over,
Brad Paisley - Letter To Me (Official Video),country,https://www.youtube.com/watch?v=RQ3bn7V0zdU,Brad Paisley Letter To Me,
Easton Corbin - All Over The Road,country,https://www.youtube.com/watch?v=9IRNLeBoozo,Easton Corbin All Over The Road,
Blake Shelton - Neon Light (Official Music Video),country,https://www.youtube.com/watch?v=7yTKBwoVKqE,Blake Shelton Neon Light,
Kenny Chesney - Wild Child (Official Video) ft. Grace Potter,country,https://www.youtube.com/watch?v=_XIANQM3xm0,Kenny Chesney Wild Child ft Grace Potter,
Jon Pardi - Head Over Boots (Official Lyric Video),country,https://www.youtube.com/watch?v=7K0akU-Rdv8,Jon Pardi Head Over Boots,
Chris Stapleton - Traveller (Official Audio),country,https://www.youtube.com/watch?v=_kBnFgLP8po,Chris Stapleton Traveller,
Eric Church - Guys Like Me (Official Music Video),country,https://www.youtube.com/watch?v=Qk602Y66UgI,Eric Church Guys Like Me,
Zac Brown Band - Keep Me In Mind | You Get What You Give,country,https://www.youtube.com/watch?v=3_DTZGtaELo,Zac Brown Band Keep Me In Mind You Get What You Give,
Brad Paisley - Alcohol (Official Video),country,https://www.youtube.com/watch?v=q3zkkLckeyM,Brad Paisley Alcohol,
Brett Eldredge - Mean To Me (Official Music Video),country,https://www.youtube.com/watch?v=UwleDNQGpTk,Brett Eldredge Mean To Me,
Jake Owen - The One That Got Away (Official Video),country,https://www.youtube.com/watch?v=-GUWXF3LIy8,Jake Owen The One That Got Away,
Kenny Chesney - Me And You (Official Video),country,https://www.youtube.com/watch?v=riuXdXAOArY,Kenny Chesney Me And You,
Jerrod Niemann - What Do You Want,country,https://www.youtube.com/watch?v=97BfC4LgrXk,Jerrod Niemann What Do You Want,
Billy Currington - Walk A Little Straighter (Official Music Video),country,https://www.youtube.com/watch?v=U1no7Or9BeI,Billy Currington Walk A Little Straighter,
Kenny Chesney - Who You'd Be Today (Official Video),country,https://www.youtube.com/watch?v=2Ne3cz9eUsQ,Kenny Chesney Who You'd Be Today,
Mark Wills - Don't Laugh At Me (Official Music Video),country,https://www.youtube.com/watch?v=FVjbo8dW9c8,Mark Wills Don't Laugh At Me,
Old Dominion - Snapback (Official Video),country,https://www.youtube.com/watch?v=FLQATzCyxfE,Old Dominion Snapback,
Toby Keith - Made In America (Official Music Video),country,https://www.youtube.com/watch?v=MaAF_3WMJGM,Toby Keith Made In America,
Josh Turner - Firecracker (Official Music Video),country,https://www.youtube.com/watch?v=lPOTQBEe2eA,Josh Turner Firecracker,
